ModelID,PatientID,CellLineName,StrippedCellLineName,DepmapModelType,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode
ACH-000682,PT-Svdo1R,SNU-1066,SNU1066,LXSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,LXSC
ACH-000683,PT-O04gFy,SNU-503,SNU503,READ,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ
ACH-000684,PT-wbA1oa,KMRC-1,KMRC1,CCRCC,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-000685,PT-rSVcxp,L3.3,L33,PAASC,Pancreas,Adenosquamous Carcinoma of the Pancreas,Adenosquamous Carcinoma of the Pancreas,PAASC
ACH-000686,PT-CSmVRq,SNU-878,SNU878,HCC,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC
ACH-000687,PT-9CCSAo,CI-1,CI1,MBN,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,MBN
ACH-000688,PT-iVAxAa,OV7,OV7,MXOV,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Mixed Ovarian Carcinoma,MXOV
ACH-000689,PT-W27kK4,RH-18,RH18,ERMS,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,ERMS
ACH-000690,PT-TTn4cT,HCC-2814,HCC2814,LUSC,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000691,PT-vOaofa,HCC2157,HCC2157,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-000692,PT-7eZ7vS,SNU-899,SNU899,LXSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,LXSC
ACH-000693,PT-mOm35A,KYSE-180,KYSE180,ESCC,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-000694,PT-bNO06l,TE-9,TE9,ESCC,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-000695,PT-WHXDvG,COR-L47,CORL47,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000696,PT-AlUnJX,OVCAR-8,OVCAR8,HGSOC,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC
ACH-000697,PT-T19rUu,A3/KAW,A3KAW,DLBCLNOS,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-000698,PT-ERlBcq,DMS 53,DMS53,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000699,PT-8MisfZ,HCC1395,HCC1395,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-000700,PT-o9axOH,NCI-H2882,NCIH2882,LUSC,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000701,PT-ColGZ0,RMUG-S,RMUGS,MOV,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Mucinous Ovarian Cancer,MOV
ACH-000702,PT-ImJeys,L-1236,L1236,HL,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,HL
ACH-000703,PT-BeO6a2,DMS 79,DMS79,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000704,PT-9pirK7,OAW42,OAW42,SOC,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-000705,PT-ZglKg6,LC-1F,LC1F,LUSC,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000706,PT-srkn4o,EKVX,EKVX,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000707,PT-kbk41J,P3HR-1,P3HR1,BL,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-000708,PT-dNJJRP,SNU-283,SNU283,READ,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ
ACH-000709,PT-TF1Jzt,KMRC-2,KMRC2,CCRCC,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-000710,PT-brxGNT,NCI-H854,NCIH854,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000711,PT-K0vetf,JIMT-1,JIMT1,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-000712,PT-0H6Zc0,HCC-1833,HCC1833,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000713,PT-FQOeFS,Caov-3,CAOV3,HGSOC,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC
ACH-000714,PT-KR5FTA,KMS-11,KMS11,PCM,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM
ACH-000715,PT-JkXmPN,SNU-1214,SNU1214,LXSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,LXSC
ACH-000716,PT-EhboSJ,TT2609-C02,TT2609C02,THFO,Thyroid,Well-Differentiated Thyroid Cancer,Follicular Thyroid Cancer,THFO
ACH-000717,PT-es34jp,COLO-680N,COLO680N,ESCC,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-000718,PT-8wDCNH,NCI-H2291,NCIH2291,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000719,PT-bnZfQQ,RMG-I,RMGI,CCOV,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,CCOV
ACH-000720,PT-ACqBkd,TCCSUP,TCCSUP,BLCA,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-000721,PT-tXW4rS,HMC-1-8,HMC18,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-000722,PT-04KbrE,SNU-C1,SNUC1,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000723,PT-eFL4J2,YD-10B,YD10B,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-000724,PT-B0Dqk6,HT-1376,HT1376,BLCA,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-000725,PT-gUhFHU,HCC202,HCC202,DCIS,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,DCIS
ACH-000726,PT-t6LEYh,TE-14,TE14,ESCC,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-000727,PT-6N2wxK,NCI-H2066,NCIH2066,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000728,PT-pKQIGg,KASUMI-2,KASUMI2,BLL,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-000729,PT-LzHDTV,NCI-H1963,NCIH1963,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000730,PT-2vBUWf,SK-MEL-5,SKMEL5,SKCM,Skin,Melanoma,Cutaneous Melanoma,SKCM
ACH-000731,PT-GWlgbv,HCC-2279,HCC2279,LUAS,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,LUAS
ACH-000732,PT-mK3rFG,PE/CA-PJ41 (clone D2),PECAPJ41CLONED2,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-000733,PT-eGglPA,NCI-H1838,NCIH1838,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000734,PT-s6JoAb,JHH-5,JHH5,HCC,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC
ACH-000735,PT-M3R2ei,PE/CA-PJ49,PECAPJ49,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-000736,PT-2GXHBV,SNU-601,SNU601,SSRCC,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Signet Ring Cell Carcinoma of the Stomach,SSRCC
ACH-000737,PT-VZM6YM,NCI-H1385,NCIH1385,LUSC,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000738,PT-8oCN4x,GB-1,GB1,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-000739,PT-qL6HtY,Hep G2,HEPG2,LIHB,Liver,Hepatoblastoma,Hepatoblastoma,LIHB
ACH-000740,PT-T4PL7e,A-253,A253,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-000741,PT-iooYtf,U-BLC1,UBLC1,BLCA,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-000742,PT-i0Kb8s,DM-3,DM3,ZFIBLUN,Fibroblast,Non-Cancerous,"Fibroblast, Lung",
ACH-000743,PT-WpdjRA,COR-L95,CORL95,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000744,PT-9tlxuS,NCI-H1623,NCIH1623,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000745,PT-A75zAQ,MOLP-8,MOLP8,PCM,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM
ACH-000746,PT-dpLnUY,GSS,GSS,STAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-000747,PT-CmsNht,NCI-H1703,NCIH1703,LUSC,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000748,PT-OexHxF,SJSA-1,SJSA1,OS,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-000749,PT-d1NyBL,DMS 273,DMS273,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000750,PT-jI6Xhs,LOX IMVI,LOXIMVI,MEL,Skin,Melanoma,Melanoma,MEL
ACH-000751,PT-0HjWKA,OCI-M1,OCIM1,AML,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-000752,PT-8aORoW,NCI-H196,NCIH196,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000753,PT-Jv3gwf,JMSU-1,JMSU1,BLCA,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-000754,PT-Pi0OS5,L-428,L428,HL,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,HL
ACH-000755,PT-DxHqyx,HCC2218,HCC2218,DCIS,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,DCIS
ACH-000756,PT-cJo3y3,GI-1,GI1,GSARC,CNS/Brain,Diffuse Glioma,Gliosarcoma,GSARC
ACH-000757,PT-kI5CjI,A427,A427,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000758,PT-T2KFTw,MKN74,MKN74,TSTAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,TSTAD
ACH-000759,PT-maODOx,MDA-MB-175-VII,MDAMB175VII,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-000760,PT-zboiLS,LNZ308,LNZ308,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-000761,PT-TR7wlO,NUGC-2,NUGC2,STAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-000762,PT-M2rHki,YD-38,YD38,HNSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,HNSC
ACH-000763,PT-wvxTew,MM1-S,MM1S,PCM,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM
ACH-000764,PT-dxw7SI,SH-10-TC,SH10TC,MSTAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Mucinous Stomach Adenocarcinoma,MSTAD
ACH-000765,PT-mH5ckQ,WM983B,WM983B,MEL,Skin,Melanoma,Melanoma,MEL
ACH-000766,PT-wZGKqJ,NCI-H1648,NCIH1648,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000767,PT-1nXRn7,NCI-H526,NCIH526,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000768,PT-pYG6Rc,MDA-MB-231,MDAMB231,BRCA,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-000769,PT-U2PG43,LK-2,LK2,LUSC,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000770,PT-7N6azV,P31/FUJ,P31FUJ,AML,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-000771,PT-59aO2P,BICR 56,BICR56,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-000772,PT-nDp3Xt,TE 441.T,TE441T,RMS,Soft Tissue,Rhabdomyosarcoma,Rhabdomyosarcoma,RMS
ACH-000773,PT-vEVB0H,Ki-JK,KIJK,ALCLALKP,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,ALCLALKP
ACH-000774,PT-lbbkFm,RERF-LC-Ad2,RERFLCAD2,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000775,PT-u3m7Of,NCI-H727,NCIH727,LUCA,Lung,Lung Neuroendocrine Tumor,Lung Carcinoid,LUCA
ACH-000776,PT-DtdDWT,ONS-76,ONS76,MBL,CNS/Brain,Embryonal Tumor,Medulloblastoma,MBL
ACH-000777,PT-kporZQ,KYSE-30,KYSE30,ESCC,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-000778,PT-XJviYz,HSC-3,HSC3,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-000779,PT-nDRyc6,PC-9,PC9,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000780,PT-SCGBeX,NCI-H1105,NCIH1105,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000781,PT-CKs1VS,NCI-H2023,NCIH2023,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000782,PT-IjgcRg,SEM,SEM,BLL,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-000783,PT-dK1tBm,CAMA-1,CAMA1,ILC,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC
ACH-000784,PT-YTdWR1,KYSE-70,KYSE70,ESCC,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-000785,PT-AOPcW9,NCI-H2126,NCIH2126,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000786,PT-ieeLlY,Daudi,DAUDI,BL,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-000787,PT-w7dxuB,LXF-289,LXF289,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000788,PT-ZSJTWI,A2058,A2058,MEL,Skin,Melanoma,Melanoma,MEL
ACH-000789,PT-wTzkNy,NCI-H810,NCIH810,LCLC,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC
ACH-000790,PT-EI5eP1,SHP-77,SHP77,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000791,PT-sAWSgy,RERF-LC-Ad1,RERFLCAD1,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000792,PT-FrUuvH,BFTC-909,BFTC909,RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-000793,PT-xOmD9v,KATO III,KATOIII,SSRCC,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Signet Ring Cell Carcinoma of the Stomach,SSRCC
ACH-000794,PT-zkbKhd,BICR 22,BICR22,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-000795,PT-ZUsqVo,MOLT-13,MOLT13,TLL,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,TLL
ACH-000796,PT-Tlf0ul,MCAS,MCAS,MOV,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Mucinous Ovarian Cancer,MOV
ACH-000797,PT-iFasxu,HLF-a,HLFA,ZFIBLUN,Fibroblast,Non-Cancerous,"Fibroblast, Lung",
ACH-000798,PT-maJywx,CL-40,CL40,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000799,PT-mZ69Vl,Hs 695T,HS695T,MEL,Skin,Melanoma,Melanoma,MEL
ACH-000800,PT-RmrNlb,NCI-H446,NCIH446,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000801,PT-1I8hCi,Hs 936.T,HS936T,MEL,Skin,Melanoma,Melanoma,MEL
ACH-000802,PT-YqLKaW,BFTC-905,BFTC905,BLCA,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-000803,PT-dQkCfQ,COLO 668,COLO668,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000804,PT-dk8yt2,NB-1,NB1,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-000805,PT-SscYEx,COLO-679,COLO679,SKCM,Skin,Melanoma,Cutaneous Melanoma,SKCM
ACH-000806,PT-COK0Ia,L-540,L540,HL,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,HL
ACH-000807,PT-Yppu5U,SNU-738,SNU738,ODG,CNS/Brain,Diffuse Glioma,Oligodendroglioma,ODG
ACH-000808,PT-jPUQ9m,HuH28,HUH28,IHCH,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-000809,PT-zFPWWq,KYSE-410,KYSE410,ESCC,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-000810,PT-1TshCj,SK-MEL-30,SKMEL30,SKCM,Skin,Melanoma,Cutaneous Melanoma,SKCM
ACH-000811,PT-RV3Y6W,SK-OV-3,SKOV3,SOC,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-000812,PT-WHZxXI,COLO-783,COLO783,MEL,Skin,Melanoma,Melanoma,MEL
ACH-000813,PT-4bJRaf,T3M-10,T3M10,LCLC,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC
ACH-000814,PT-2OcAGh,Hs 939.T,HS939T,MEL,Skin,Melanoma,Melanoma,MEL
ACH-000815,PT-6Uzxpn,KM-H2,KMH2,HL,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,HL
ACH-000816,PT-veV7dF,NCI-H524,NCIH524,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000817,PT-pWj35D,RPMI 8226,RPMI8226,PCM,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM
ACH-000818,PT-EQndr2,BT-483,BT483,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-000819,PT-1DyLm0,LN-18,LN18,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-000820,PT-EteVig,SW403,SW403,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000821,PT-G4TwMh,EJM,EJM,PCM,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM
ACH-000822,PT-n2hnAf,SK-MEL-24,SKMEL24,MEL,Skin,Melanoma,Melanoma,MEL
ACH-000823,PT-O7zBRO,KYSE-140,KYSE140,ESCC,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-000824,PT-ItKoPJ,KYSE-510,KYSE510,ESCC,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-000825,PT-fbGZ8j,HOP-92,HOP92,NSCLC,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-000826,PT-nAjtb0,CAL-12T,CAL12T,NSCLC,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-000827,PT-L3eOYW,WM793,WM793,MEL,Skin,Melanoma,Melanoma,MEL
ACH-000828,PT-mV0nNw,ZR-75-30,ZR7530,ILC,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC
ACH-000829,PT-h5fVs5,HuNS1,HUNS1,PCM,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM
ACH-000830,PT-Fd4LwY,NCI-H1436,NCIH1436,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000831,PT-cmj7jX,HEC-50B,HEC50B,UCEC,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-000832,PT-JCJHPr,CAL 27,CAL27,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-000833,PT-lbYOig,RH-30,RH30,ARMS,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,ARMS
ACH-000834,PT-oxE5Td,UM-UC-1,UMUC1,BLCA,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-000835,PT-0RBdNq,GCT,GCT,MFH,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,MFH
ACH-000836,PT-ZS5SNw,YD-15,YD15,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-000837,PT-9eMhTl,NCI-H322,NCIH322,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000838,PT-CmSm57,AMO-1,AMO1,PCM,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM
ACH-000839,PT-l3KlxJ,SCaBER,SCABER,BLSC,Bladder/Urinary Tract,Bladder Squamous Cell Carcinoma,Bladder Squamous Cell Carcinoma,BLSC
ACH-000840,PT-1JVU53,HCC-366,HCC366,LUAS,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,LUAS
ACH-000841,PT-lYuNel,NCI-H2087,NCIH2087,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000842,PT-IPboWn,SW 480,SW480,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000843,PT-gQzNzd,HARA,HARA,LUSC,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000844,PT-fTe5Dw,DMS 454,DMS454,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000845,PT-LL5Hxl,NCI-H1373,NCIH1373,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000846,PT-tolPHE,FaDu,FADU,HPHSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Hypopharynx Squamous Cell Carcinoma,HPHSC
ACH-000847,PT-dAMXIu,HGC-27,HGC27,STAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-000848,PT-WkfAGI,JHH-7,JHH7,HCC,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC
ACH-000849,PT-58loXx,MDA-MB-468,MDAMB468,BRCA,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-000850,PT-Vb9Y0H,Hs 698.T,HS698T,ZFIBCOL,Fibroblast,Non-Cancerous,"Fibroblast, Colorectal",
ACH-000851,PT-klVvXs,MOR/CPR,MORCPR,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000852,PT-9wHWAd,NCI-H1435,NCIH1435,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000853,PT-FGrsoV,NCI-H661,NCIH661,LCLC,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC
ACH-000854,PT-y6VHrf,OCI-MY5,OCIMY5,PCM,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM
ACH-000855,PT-8JwTBr,KYSE-150,KYSE150,ESCC,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-000856,PT-PgOEtc,CAL-51,CAL51,BRCA,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-000857,PT-IcfZvW,CAL-85-1,CAL851,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-000858,PT-obWM4y,KNS-62,KNS62,LUSC,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000859,PT-603OA3,HCC1954,HCC1954,DCIS,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,DCIS
ACH-000860,PT-W8OaFq,NCI-H358,NCIH358,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000861,PT-ExToNn,HOP-62,HOP62,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000862,PT-y8P9Yk,KMBC-2,KMBC2,BLCA,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-000863,PT-LeOcTX,DBTRG-05MG,DBTRG05MG,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-000864,PT-8fO9EH,COLO 684,COLO684,UCEC,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-000865,PT-zNE9qB,KYSE-450,KYSE450,ESCC,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
